              component smsmass1 smsmass2 htbin njetbin mhtbin minOmegaTilde  n nvar
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.05  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.1  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.15  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.2  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.25  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.3  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.35  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.4  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.45  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.5  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.55  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.6  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400           0.7  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    400          0.75  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800             0 11   11
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.05  7    7
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800           0.1  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.15  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800           0.2  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.25  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800           0.3  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.35  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800           0.4  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.45  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.55  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800          0.75  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       3    800           0.8  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130             0  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.05  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130           0.1  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.15  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130           0.2  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.25  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130           0.3  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.35  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.45  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130           0.5  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.55  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    130          0.65  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200             0  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.05  7    7
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.1  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.15  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.2  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.25  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.3  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.35  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.4  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.45  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.5  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.55  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.6  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.65  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.7  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200          0.75  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    200           0.8  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400             0 25   25
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.05 21   21
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.1 27   27
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.15 10   10
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.2  7    7
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.25 12   12
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.3  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.35  7    7
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.4  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.45  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.5  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.55  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.6  6    6
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.65  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.7  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.75  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.8  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.85  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           0.9  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400          0.95  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    400           1.1  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800             0 17   17
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.05 15   15
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.1 15   15
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.15 13   13
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.2  6    6
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.25  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.3  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.35  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.4  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.45  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.5  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.55  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.6  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.65  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.7  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.75  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.8  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.85  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800           0.9  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       6    800          0.95  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130             0  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.05  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.1  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.15  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.2  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.25  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.3  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.35  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.4  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.45  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.5  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130          0.55  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    130           0.6  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200             0  6    6
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.05  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.1  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.15  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.2  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.25  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.3  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.35  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.4  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.45  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.5  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.55  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.6  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.65  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.7  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.75  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.8  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200          0.85  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    200           0.9  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400             0  8    8
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.05  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.1  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.15  7    7
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.2  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.25  6    6
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.3  8    8
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.35  6    6
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.4  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.45 11   11
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.5  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.55  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.6  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.65  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.7  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.75  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.8  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.85  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           0.9  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400          0.95  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    400           1.0  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800             0  5    5
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.05  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.1  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.15  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.2  4    4
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.25  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.3  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.35  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.4  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.45  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.5  2    2
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.55  3    3
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.6  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.65  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.7  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.75  1    1
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.8  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800           0.9  0    0
 SMS_T1tttt_madgraphMLM     1300     1050  1200       9    800          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400          0.35  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400          1.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       3    400           1.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    800          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    800           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       3    800          1.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    130          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    130           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    130           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    130          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.4  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.45  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.5  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.55  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.7  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.75  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.8  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.85  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200          0.95  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    200           1.0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.7  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.8  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          1.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400           1.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    400          1.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    800           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    800           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       6    800          1.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    130          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    130           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.7  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200          0.85  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    200          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    400           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    400           0.9  0    0
 SMS_T1tttt_madgraphMLM     1800      500   400       9    400          1.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    130          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    130           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    130           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    130          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200           0.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200           0.2  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200          0.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200           0.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200           0.4  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200          0.45  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200           0.5  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    200          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.05  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.3  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.35  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.45  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.5  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.7  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.75  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           0.8  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          0.95  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400           1.0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    400          1.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.2  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.45  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.65  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.7  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.75  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.85  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       3    800          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130             0  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130          0.05  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.1  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130          0.15  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.2  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130          0.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.3  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130          0.35  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.5  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    130           0.6  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200             0  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.05  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.1  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.15  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.2  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.25  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.3  5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.35  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.4  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.45  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.5  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.55  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.6  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.7  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.75  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.8  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.85  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200           0.9  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    200          0.95  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400             0  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.05  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.1  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.15  5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.2  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.25  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.3  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.35  4    4
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.4  7    7
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.45  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.5  5    5
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.55  8    8
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.6  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.65 10   10
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.7  7    7
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.75  6    6
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.8 10   10
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.85  7    7
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           0.9  9    9
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          0.95  7    7
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           1.0  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          1.05  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           1.1  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          1.15  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           1.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400          1.25  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    400           1.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800             0  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.05  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.1  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.15  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.2  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.25  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.3  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.35  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.4  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.45  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.5  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.55  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.6  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.65  0    0
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.7  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.75  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.8  3    3
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.85  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           0.9  1    1
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800          0.95  2    2
 SMS_T1tttt_madgraphMLM     1800      500   800       6    800           1.0  2    2
